ID,OWNERSHIP,REVENUE,EXPERIENCE,MAIN_PRODUCT,NUM_BANKS,POSITION,COMP1,COMP2,COMP3,COMP4,SPEED1,SPEED2,SPEED3,SPEED4,DIGI1,DIGI2,DIGI3,DIGI4,REPU1,REPU2,REPU3,REPU4,RELA1,RELA2,RELA3,RELA4,STAFF1,STAFF2,STAFF3,STAFF4,COLL1,COLL2,COLL3,COLL4,DEC1,DEC2,DEC3,DEC4,WALLET_SHARE
342,2,1,2,1,3,1,4,4,3,4,4,5,5,5,4,3,4,4,5,4,4,5,5,5,4,4,5,4,5,4,4,4,5,4,5,5,4,5,1
343,1,2,4,1,1,3,5,5,4,5,4,3,4,4,4,5,4,5,5,5,5,5,4,4,4,3,4,3,3,4,2,2,2,3,5,5,5,5,4
344,2,2,3,1,2,3,2,2,2,2,4,3,3,4,3,4,4,5,5,5,5,4,5,5,5,4,4,4,4,4,5,4,4,5,4,4,3,3,2
345,1,1,4,2,3,2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,4,5,4,5,4,4,5,5,5,5,5,5,5,5,4
346,2,3,3,3,1,2,5,5,5,4,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,3,3,3,5,5,5,5,4
347,2,3,3,2,1,3,3,3,4,4,3,2,3,3,4,3,4,4,4,5,4,4,4,3,3,2,5,4,5,5,4,5,5,4,3,3,2,3,3
348,1,2,2,1,2,2,4,4,3,4,3,3,4,3,5,5,4,4,4,4,5,4,4,4,4,4,3,4,4,4,3,3,3,4,4,2,3,2,1
349,1,3,2,3,2,3,4,4,4,4,4,3,4,4,4,3,3,3,4,5,3,4,3,4,3,3,3,3,3,4,3,5,5,4,4,5,4,4,3
350,2,3,3,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,5,4,5,4,5,5,5,5,4,4,3,4,3,5,4,3,3
351,2,2,1,2,3,3,5,4,4,5,3,3,4,3,4,4,4,4,4,5,5,4,3,3,3,3,5,4,5,4,5,4,5,5,3,3,3,3,1
352,3,3,2,3,1,2,3,3,3,2,3,4,4,4,3,2,3,3,5,4,5,5,4,4,4,4,4,3,4,4,4,4,3,5,5,4,4,4,2
353,2,2,3,1,2,2,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,3,3,3,3,4,3,3,4,1
354,1,2,3,1,2,4,4,4,4,4,4,3,4,4,3,3,2,2,5,5,5,5,4,4,3,3,5,5,5,5,3,3,3,4,5,5,4,5,3
355,1,2,4,4,1,2,4,4,4,4,4,4,4,4,2,2,3,2,5,5,4,5,4,3,3,4,3,4,4,4,2,3,3,3,3,3,3,4,3
356,2,3,4,1,2,2,3,4,4,3,3,4,3,3,3,3,5,4,3,3,4,3,4,4,4,4,5,4,3,4,4,4,4,4,2,3,2,2,1
357,1,1,3,2,1,2,5,4,4,4,3,2,3,3,4,4,4,4,4,3,3,3,5,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,1
358,2,3,3,4,2,2,3,4,4,3,3,4,3,3,2,4,3,4,3,2,2,3,3,3,3,2,4,3,3,3,4,4,3,4,4,4,3,4,1
359,4,3,3,3,1,2,3,4,4,2,4,4,4,3,4,3,4,2,4,3,4,3,4,4,5,4,4,4,4,4,4,4,3,3,4,4,4,4,3
360,2,1,4,1,2,2,3,3,2,3,4,4,5,4,2,4,3,3,3,3,3,3,5,5,5,5,5,4,4,4,3,3,3,3,4,3,4,4,1
361,1,3,1,1,2,1,4,3,4,4,4,3,3,3,5,4,4,4,3,4,3,3,4,5,4,3,3,3,4,4,3,3,3,3,3,3,4,4,2
362,2,1,3,1,3,2,4,4,4,4,3,2,3,3,5,4,5,3,5,5,5,5,3,4,3,3,4,4,5,5,5,5,5,5,4,4,4,5,2
363,2,1,4,2,1,3,3,3,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,5,4,4,3,4,5,4,3,3,4,3,5,3,3,4
364,2,3,3,2,2,2,5,5,4,5,3,3,4,3,5,5,5,4,5,4,4,4,5,4,4,4,2,4,3,3,4,4,4,4,4,4,4,3,3
365,4,1,3,1,2,2,5,5,5,4,5,5,5,5,5,4,4,5,3,3,4,4,4,4,3,3,4,4,3,3,3,3,3,3,4,4,3,3,2
366,1,3,3,5,3,3,5,4,4,4,3,3,3,3,4,3,2,3,5,5,4,5,3,2,3,3,3,3,3,4,4,5,4,4,2,3,3,2,1
367,4,3,2,2,2,1,5,5,5,4,4,4,5,4,4,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,3,4,3,4,5,5,5,5,4
368,4,2,2,1,2,2,3,2,2,2,2,3,3,3,2,3,3,3,5,4,5,5,3,3,3,4,5,4,5,5,4,5,5,5,2,2,2,3,1
369,1,1,2,2,3,1,4,4,3,5,4,4,4,5,4,4,4,4,4,4,5,5,5,3,3,4,4,4,4,4,5,4,4,5,3,4,5,3,2
370,1,1,1,3,3,2,5,5,5,4,4,3,4,4,5,4,4,4,4,4,4,4,3,2,3,2,3,4,3,4,3,3,3,3,4,4,3,3,1
371,1,2,1,1,2,2,3,3,4,4,3,3,3,2,4,5,4,4,3,4,3,2,4,3,3,4,4,5,4,4,4,4,3,3,5,3,3,3,1
372,1,4,4,1,2,2,4,4,3,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,3,4,4,4,4,4,4,3,4,5,5,5,5,3
373,1,2,2,3,3,1,4,3,4,4,4,3,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,2,3,2,3,3,3,4,1
374,2,1,3,2,4,2,3,4,4,3,4,4,4,5,5,4,5,5,5,5,5,4,4,4,5,5,4,4,5,4,3,3,3,3,4,4,5,4,1
375,1,2,2,2,3,2,3,4,3,3,4,3,2,2,4,3,4,4,5,4,5,5,5,4,5,5,4,5,4,4,4,4,4,4,4,3,3,4,1
376,1,2,4,2,2,2,3,3,4,3,2,3,3,2,5,5,4,5,3,2,3,2,4,3,3,3,3,3,3,4,4,3,4,3,2,2,2,3,1
377,3,3,2,1,1,2,3,4,2,3,3,3,4,4,4,4,4,4,5,4,5,5,2,2,3,3,5,4,5,4,4,4,4,4,5,4,5,4,1
378,1,1,3,1,2,3,4,4,4,3,4,4,3,3,4,4,5,4,5,5,5,5,5,5,5,5,2,3,3,4,3,4,3,4,4,4,3,4,3
379,3,3,4,2,3,1,3,3,3,3,4,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,4,4,5,4,4,5,5,5,5,3
380,1,2,4,1,2,2,5,4,4,4,4,3,3,4,4,3,4,3,4,3,5,3,5,5,4,4,4,3,4,5,3,4,3,3,5,5,4,5,2
381,1,4,2,1,2,1,3,4,4,3,4,4,5,4,4,4,5,4,4,3,3,3,4,3,4,4,5,5,4,5,5,5,5,5,4,4,4,4,2
382,2,1,4,4,3,1,5,5,5,5,2,2,2,3,5,5,4,5,4,3,4,4,3,4,4,3,5,5,4,5,4,2,2,2,4,4,4,4,3
383,2,2,3,5,2,2,4,5,4,4,5,4,4,4,4,3,3,3,3,4,4,4,2,3,4,3,3,4,4,3,1,1,1,1,2,3,3,2,2
384,3,4,3,3,3,2,3,4,4,3,3,4,4,4,3,4,3,4,4,4,4,4,5,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3
385,2,1,2,4,2,3,3,2,3,3,4,4,4,4,5,5,5,5,4,3,4,4,3,5,3,4,4,4,3,3,2,2,1,3,2,3,3,4,1
386,3,4,1,1,2,2,2,2,2,2,2,3,3,2,3,3,3,4,3,2,3,2,3,2,3,4,4,3,5,5,3,3,3,4,2,3,2,3,1
387,1,2,3,5,2,4,2,2,3,3,4,3,4,3,3,4,5,4,4,5,4,5,3,3,3,3,4,4,4,4,4,3,2,4,3,3,3,3,1
388,1,1,3,1,3,1,2,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,4,5,5,5,5,5,5,5,4,3
389,3,1,3,5,1,1,5,4,5,5,4,5,4,5,4,3,3,3,4,4,4,5,5,5,5,5,5,4,4,3,3,4,5,4,4,4,4,5,4
390,3,2,3,5,1,1,4,4,3,4,4,4,4,4,3,3,3,3,5,4,4,5,5,5,4,5,4,3,4,4,5,4,3,3,4,4,3,4,3
391,5,1,4,3,4,2,5,4,5,4,5,5,5,4,4,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2
392,1,2,2,5,1,2,2,2,2,2,4,4,4,4,2,2,4,2,4,5,4,4,4,4,3,3,3,3,4,3,4,4,4,4,2,2,3,3,2
393,1,1,3,2,2,3,3,3,2,4,3,3,3,3,4,4,4,3,5,5,4,5,2,2,1,2,4,3,3,3,3,3,3,3,3,3,3,2,2
394,3,2,2,1,2,1,4,4,4,4,2,3,3,3,4,4,4,4,5,4,5,4,4,4,5,4,5,4,5,4,5,4,4,5,5,5,5,5,3
395,1,1,4,2,2,4,3,4,3,4,4,3,4,3,3,3,3,4,4,3,4,4,4,5,3,4,3,4,3,3,3,2,3,3,3,3,3,3,1
396,4,3,3,2,2,3,3,3,4,3,5,5,5,5,3,3,3,3,3,3,3,3,4,3,4,3,4,5,4,5,4,4,4,5,2,2,2,3,1
397,3,4,4,1,1,2,4,4,4,4,3,4,4,3,5,5,5,5,4,4,4,4,4,5,4,4,3,5,4,4,3,2,2,3,3,3,4,3,2
398,2,4,1,2,2,1,5,5,4,5,5,5,4,4,4,4,3,5,5,4,5,4,3,3,2,3,5,4,5,5,5,4,3,4,4,4,4,3,2
399,3,3,1,5,2,1,5,5,4,3,5,4,5,5,5,5,5,5,5,4,4,4,5,5,5,5,4,4,4,4,5,5,5,4,5,5,5,5,2
400,3,1,2,1,2,1,4,3,3,3,5,5,5,5,4,3,4,4,5,4,5,4,4,4,4,3,3,4,3,3,4,5,5,5,5,4,4,5,2
401,1,3,2,3,1,1,4,3,4,4,2,3,2,3,3,3,3,3,4,5,4,5,4,4,5,4,5,5,5,4,2,3,2,2,4,3,4,3,2
402,4,1,2,4,2,2,5,5,5,5,4,4,4,3,3,4,5,4,5,5,5,5,4,5,5,5,3,3,3,2,3,3,3,2,4,4,4,4,3
403,2,1,4,4,1,2,2,3,2,2,2,3,3,3,4,5,5,4,5,5,5,5,5,4,5,4,5,5,5,5,4,4,4,5,4,4,4,4,2
404,3,1,2,5,1,2,5,5,4,5,2,2,1,3,3,2,3,3,4,5,4,4,4,3,3,3,5,4,5,4,4,4,4,4,3,3,3,4,2
405,1,2,2,2,1,4,4,4,5,5,5,5,4,4,5,5,5,5,4,3,4,3,4,4,4,3,4,4,4,5,4,4,4,4,4,4,5,3,3
406,4,3,4,5,1,3,2,4,2,3,3,3,3,3,3,3,4,2,3,2,4,3,4,3,3,3,3,3,2,2,3,2,2,2,3,3,3,4,2
407,1,2,3,3,3,4,2,3,3,2,2,3,4,3,3,2,1,3,3,3,4,3,3,3,3,3,2,4,3,4,3,3,3,2,3,3,3,3,2
408,1,2,4,1,2,1,3,4,3,4,3,3,3,4,4,5,4,5,2,2,3,3,4,4,5,5,4,3,4,4,4,5,5,4,5,4,5,5,2
409,4,1,1,2,4,2,5,4,5,4,5,5,5,5,4,4,4,4,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4,4,5,5,5,5,1
410,1,4,3,3,4,2,5,5,5,5,4,3,3,4,4,3,3,4,4,3,3,4,5,5,5,4,4,5,5,5,4,4,4,3,4,4,5,4,2
411,1,2,1,1,2,1,3,3,4,4,2,3,3,4,2,2,1,1,3,4,3,4,4,5,4,5,2,2,3,3,3,3,3,3,2,3,3,3,2
412,4,2,1,2,1,1,3,3,3,2,4,3,4,4,5,5,5,5,4,5,5,5,4,4,4,4,5,5,4,5,3,4,3,3,4,5,4,4,3
413,4,1,4,3,2,3,4,4,4,4,5,4,5,4,4,3,3,3,5,4,4,4,1,1,1,1,4,4,5,5,4,4,3,4,4,4,4,4,1
414,2,3,2,1,3,3,3,4,3,2,4,4,4,3,4,3,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,3,3,3,3,1
415,2,2,3,2,2,2,2,2,1,3,3,3,3,4,4,4,4,4,4,3,3,4,3,3,4,3,4,3,5,4,5,5,5,5,4,3,3,3,1
416,2,1,3,3,1,2,3,3,3,3,5,5,5,5,4,4,4,5,3,4,4,4,3,3,3,3,2,1,2,2,2,3,2,2,3,2,3,3,1
417,1,1,2,2,2,2,5,5,4,5,4,5,5,4,4,3,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3
418,1,2,4,1,3,1,3,3,2,3,5,4,4,3,2,2,2,3,5,5,5,5,4,3,3,3,3,4,3,2,3,2,3,2,2,1,2,2,1
419,2,2,1,1,3,2,4,5,4,4,2,2,3,3,3,4,3,3,4,4,4,4,5,4,5,5,4,4,4,4,3,4,4,4,4,4,4,4,2
420,3,1,3,1,1,1,4,3,3,3,2,3,2,3,3,3,3,3,3,4,3,4,2,2,2,2,3,4,4,4,3,4,4,4,3,3,2,3,3
421,3,4,4,4,2,1,3,4,3,4,5,5,5,5,3,4,3,2,2,2,2,2,3,3,3,3,4,4,4,3,2,2,2,2,4,3,4,5,1
422,3,1,3,1,1,4,4,3,3,4,4,4,3,4,4,4,3,3,5,5,5,5,4,3,4,4,4,5,4,4,2,4,3,3,3,3,3,3,1
423,1,2,4,2,1,2,5,4,5,5,5,4,5,4,5,4,5,4,5,4,5,5,4,4,5,5,4,4,4,3,3,3,4,3,5,4,4,5,3
424,2,4,1,1,3,3,3,4,4,4,5,5,5,5,5,4,4,5,4,4,4,4,4,5,4,4,3,3,3,2,3,2,3,4,5,4,4,4,2
425,1,2,3,1,1,2,4,3,3,4,5,4,5,4,3,3,3,3,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,5,4
426,2,2,2,4,1,2,3,4,4,3,3,3,3,2,5,5,5,5,4,4,4,3,2,2,3,3,3,4,3,3,4,5,4,5,3,3,2,3,2
427,2,2,3,3,1,2,4,4,3,4,2,2,2,2,5,4,4,5,5,5,4,5,4,4,3,4,4,4,4,4,3,3,4,4,4,3,4,4,3
428,4,1,4,1,3,1,3,3,3,3,5,5,5,5,4,4,4,4,3,3,3,2,4,4,5,3,4,3,3,3,3,4,4,4,4,4,4,5,1
429,1,4,2,2,3,1,3,3,2,3,4,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,4,4,4,5,5,4,4,4,2
430,1,2,3,1,2,3,5,5,5,5,5,4,3,4,5,5,5,5,3,3,3,4,2,2,2,3,3,3,3,4,5,4,4,3,4,3,3,3,1
431,1,3,2,2,3,3,4,4,4,4,4,3,3,3,3,2,3,3,5,4,4,4,4,4,3,4,4,4,4,4,3,3,3,4,4,4,4,4,3
432,3,1,3,3,1,2,4,3,3,3,3,3,3,3,2,3,3,4,4,4,4,3,3,2,2,3,4,4,3,4,5,4,4,5,2,2,2,2,1
433,2,1,3,1,2,2,3,3,3,3,4,3,3,3,1,2,1,2,3,3,4,4,1,2,2,3,3,3,4,3,4,4,3,4,2,2,2,2,1
434,1,1,4,1,2,4,4,3,4,4,5,4,4,4,3,4,4,4,3,4,4,5,4,4,5,5,5,5,5,5,4,4,4,3,5,5,5,5,3
435,1,2,3,2,1,1,4,4,4,4,3,4,3,3,4,3,4,5,3,3,3,3,4,5,4,4,4,3,2,3,3,3,2,3,5,3,4,4,3
436,2,2,2,4,2,2,3,3,4,3,5,5,5,5,4,4,4,4,5,5,5,5,5,4,5,4,5,5,4,5,4,4,3,4,5,5,5,5,3
437,1,3,1,5,4,2,4,5,5,5,2,3,3,3,4,3,3,3,2,3,2,3,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,1
438,3,2,2,1,1,3,3,4,4,4,4,2,3,3,3,2,3,3,5,5,4,5,4,4,3,4,5,5,5,4,3,2,3,2,2,3,3,3,1
439,2,4,2,3,2,4,2,3,4,4,4,5,5,4,5,4,5,4,4,4,4,5,4,4,4,4,5,4,4,4,3,3,3,4,4,5,5,4,3
440,1,1,2,2,1,2,3,4,4,3,5,4,4,4,5,5,5,5,3,3,3,3,5,5,5,5,5,5,5,5,5,4,4,4,3,4,4,4,3
441,1,3,4,2,1,3,5,5,4,5,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,5,5,4,4,4,5,4,4,4,5,5,5,5,4
442,5,3,3,3,3,3,4,3,4,3,5,5,5,5,4,4,3,5,4,3,3,3,4,4,4,4,2,3,3,3,3,4,3,3,5,5,5,5,1
443,1,3,3,4,2,2,2,2,3,3,3,3,3,3,2,2,3,2,4,5,4,4,3,3,3,3,3,4,4,3,3,2,3,3,3,3,4,3,2
444,1,3,1,5,2,2,5,5,5,5,4,4,4,4,5,4,5,4,3,4,3,4,3,2,3,3,4,4,5,4,3,4,4,4,4,5,4,4,2
445,3,3,4,2,3,2,3,4,4,4,3,2,3,3,3,4,4,3,5,3,4,4,2,3,2,2,4,4,4,3,4,4,3,3,3,2,3,4,1
446,4,2,3,1,1,4,4,4,5,5,4,5,5,4,3,3,3,2,3,3,3,3,4,4,3,3,4,3,3,3,4,3,4,3,3,3,3,2,1
447,5,1,1,3,2,2,3,4,5,3,4,3,3,3,3,2,3,3,4,3,4,3,4,4,4,4,4,3,4,4,5,4,5,5,3,4,3,3,2
448,3,1,3,1,2,3,5,5,5,5,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,4,3,3,3,5,3,4,4,3,3,3,3,2
449,1,4,3,2,2,2,5,5,5,5,3,3,3,3,5,5,5,5,5,4,4,4,5,4,4,5,4,5,4,5,5,5,4,5,5,4,4,5,3
450,1,2,1,1,4,3,4,3,3,3,5,5,5,4,3,3,3,4,4,4,4,4,2,3,4,3,4,5,4,5,4,5,4,5,4,3,3,3,1
451,3,3,3,2,3,2,5,5,5,5,3,3,4,3,4,4,4,4,3,4,3,4,5,5,5,5,5,5,5,5,4,3,4,3,5,4,5,4,1
452,2,2,3,1,2,2,4,4,5,4,3,4,3,4,4,5,3,4,5,5,5,4,4,3,3,3,4,4,4,4,3,3,3,3,4,4,3,4,3
453,2,1,2,1,3,3,4,3,3,4,4,4,4,3,3,3,4,2,5,5,4,5,3,4,3,4,3,3,4,3,3,2,3,2,4,4,3,2,1
454,4,1,4,4,1,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4,4,4,5,5,5,4,4,4,4,4
455,1,2,4,1,1,3,3,4,4,4,2,3,3,2,3,3,3,3,4,3,4,4,4,4,5,5,4,5,5,3,3,3,2,3,4,3,4,3,2
456,2,2,3,2,1,1,4,4,3,3,2,3,1,3,4,4,4,3,5,5,4,5,5,5,5,5,3,3,3,3,4,4,3,3,3,4,3,4,3
457,1,1,3,1,2,3,4,5,4,5,4,4,4,4,2,3,3,3,2,3,3,4,3,3,4,4,3,4,3,4,4,3,3,3,3,4,3,3,3
458,2,2,3,1,2,1,4,5,5,4,4,3,3,2,5,5,5,4,5,5,4,5,2,2,2,2,3,3,2,2,4,3,3,2,4,4,3,4,3
459,1,1,3,1,2,2,2,2,3,2,5,5,5,5,4,4,4,4,5,5,4,4,3,5,5,4,5,5,5,5,5,4,4,4,5,5,5,5,2
460,1,2,3,1,3,2,5,4,5,5,3,3,4,4,4,4,3,4,4,5,3,5,4,5,4,4,5,4,5,5,5,4,5,4,5,5,4,4,1
461,1,1,1,4,2,2,5,5,5,5,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,4,5,4,5,2
462,2,3,3,1,2,2,3,4,3,4,3,4,4,4,3,4,4,4,3,4,5,4,4,4,5,5,5,4,3,5,4,4,5,4,3,3,3,3,3
463,3,1,4,5,1,4,4,5,5,4,5,5,4,4,4,5,5,4,5,4,5,4,4,4,3,4,5,4,5,5,3,4,4,3,4,5,5,5,3
464,2,2,3,2,1,1,4,4,5,4,3,4,3,3,3,3,4,4,4,5,4,5,4,3,3,3,2,4,3,4,3,3,3,4,4,3,4,4,4
465,4,1,1,2,2,3,3,5,4,5,3,4,5,5,3,3,4,3,4,3,3,3,2,2,2,2,4,4,3,4,4,4,4,4,4,3,4,3,1
466,1,1,4,2,2,2,3,4,4,3,2,3,3,3,3,4,3,4,5,4,4,4,3,3,3,3,5,4,3,4,2,3,3,3,3,3,3,2,1
467,1,2,2,2,3,1,4,2,3,3,1,3,3,3,4,3,3,3,2,3,3,3,4,4,3,4,2,3,3,2,4,3,4,3,3,3,2,3,1
468,3,2,2,3,1,1,4,3,3,3,4,4,3,4,5,5,5,5,5,4,3,4,5,5,5,4,4,3,5,4,5,5,4,4,5,5,5,5,4
469,1,2,2,1,1,4,5,4,4,3,2,2,1,2,2,2,2,3,3,3,4,3,4,4,4,5,4,4,4,3,2,3,2,3,4,4,4,3,3
470,4,1,2,1,2,3,5,5,4,4,4,4,3,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,4,4,4,4,4,4,5,4,4,4
471,1,2,4,4,1,4,3,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,2,3,3,5,5,4,4,3,3,4,4,1
472,4,3,3,4,1,4,3,3,3,3,3,3,3,3,4,4,5,4,2,3,2,3,4,4,3,4,5,5,5,4,5,5,4,5,3,3,4,3,3
473,1,3,2,4,3,2,4,3,4,5,5,4,5,5,5,5,5,5,5,4,4,4,3,4,4,5,5,3,4,5,4,5,4,5,5,5,5,5,3
474,4,1,4,2,1,2,5,4,5,5,5,5,5,5,3,3,4,4,4,4,3,4,5,5,5,5,4,3,4,4,3,4,4,5,5,4,5,5,3
475,2,2,4,3,2,3,4,4,4,3,4,4,4,4,4,4,5,5,3,3,4,4,4,4,5,4,5,5,5,5,3,4,4,5,5,4,4,5,2
476,5,1,4,2,2,2,2,2,3,3,2,3,2,2,2,2,2,1,3,3,3,4,3,4,4,4,3,3,3,4,3,4,3,4,1,1,1,1,1
477,1,1,2,2,1,2,5,4,4,5,4,3,4,3,3,3,3,3,5,5,5,5,3,2,2,2,5,4,4,4,3,4,4,3,4,4,4,4,3
478,2,4,3,1,2,2,4,4,5,5,4,4,4,4,3,3,4,4,4,5,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1
479,4,1,4,2,3,2,4,4,5,4,4,4,4,4,2,3,4,2,5,5,3,4,4,5,5,4,4,3,3,3,4,4,4,4,4,5,3,4,3
480,2,2,4,1,2,2,4,4,4,4,4,2,3,3,3,3,4,3,3,3,3,4,3,2,3,3,3,4,4,3,3,3,3,3,4,3,3,3,2
481,2,2,1,1,3,1,3,3,3,4,3,3,3,3,3,4,4,4,4,2,4,4,3,2,3,3,5,5,5,5,3,4,3,4,3,3,4,2,1
482,2,2,1,4,1,2,4,4,4,5,3,3,3,3,5,4,5,5,5,5,4,5,5,5,5,5,4,5,5,5,4,3,4,4,4,5,4,5,4
483,2,2,3,1,3,2,3,2,3,2,4,4,3,4,4,4,4,4,4,5,5,5,3,3,3,2,5,4,5,5,3,4,4,4,4,5,4,4,3
484,2,1,4,1,1,2,3,4,4,4,4,3,4,4,3,3,3,3,5,4,3,4,5,4,4,4,3,3,3,2,2,3,2,3,3,4,3,3,2
485,2,1,3,1,2,2,3,4,4,4,4,4,3,4,4,4,3,4,3,2,1,2,4,3,3,4,3,2,3,3,4,3,4,2,2,2,3,3,1
486,4,2,3,4,2,3,2,2,3,2,2,3,2,3,4,4,4,4,5,5,4,4,3,3,3,4,4,5,5,5,5,5,4,4,3,2,3,2,1
487,1,1,1,2,4,1,3,3,3,3,4,4,4,4,3,3,4,4,4,3,3,3,3,2,2,2,4,5,4,4,4,3,4,3,3,3,3,3,1
488,1,2,3,2,2,2,4,4,3,4,4,3,3,3,4,4,4,4,5,5,5,5,4,4,4,4,4,5,5,5,5,4,4,5,4,3,4,3,1
489,4,1,4,3,1,3,4,3,4,2,2,3,2,3,4,3,4,4,2,3,2,2,5,5,5,5,4,3,4,4,5,5,5,4,5,4,4,4,4
490,4,1,3,3,1,2,4,4,5,4,3,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,2,3,3,4,2,3,2,2,4,3,4,3,1
491,2,2,4,1,3,2,3,4,4,4,4,4,4,3,3,3,3,3,5,5,5,5,3,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,1
492,2,1,4,3,2,3,4,4,5,5,4,3,5,4,3,3,4,4,4,4,4,5,5,5,5,5,3,3,3,3,5,5,5,5,5,5,4,5,4
493,1,2,2,3,3,2,4,5,4,3,2,3,2,3,4,4,3,4,5,5,4,5,4,4,4,4,5,4,5,5,4,5,5,5,3,4,4,3,3
494,1,2,3,2,1,3,4,3,3,3,5,4,4,4,4,4,4,3,4,5,3,4,4,5,5,4,5,5,5,5,3,3,3,4,4,4,4,4,4
495,2,3,2,1,2,3,4,5,4,5,5,4,5,4,5,5,4,5,5,4,4,5,5,4,5,5,5,3,4,5,3,4,2,3,4,4,5,5,4
496,1,1,4,4,1,2,3,4,3,4,4,3,3,4,4,4,4,4,4,4,4,5,2,3,3,2,5,4,5,4,4,5,4,4,4,3,4,4,1
497,2,1,3,2,4,2,4,4,4,5,2,3,3,2,4,4,4,5,4,4,3,4,2,3,3,2,5,5,5,5,4,4,4,4,3,3,2,3,1
498,1,1,3,1,2,1,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,4,4,3,4,3,3,3,4,2,5,4,5,4,2
499,4,2,4,2,4,2,3,4,4,4,3,2,3,3,3,3,3,4,5,5,5,5,5,4,5,4,5,5,5,5,3,3,3,4,3,3,3,3,3
500,5,2,3,1,1,2,4,4,4,4,3,5,3,2,4,3,3,2,4,5,4,5,2,4,3,3,5,5,5,5,3,3,3,3,3,4,3,5,3
501,2,1,4,1,2,2,4,4,4,4,3,3,3,3,2,3,3,3,5,5,4,5,4,4,5,4,4,4,4,4,4,4,5,4,5,4,4,4,3
502,2,4,3,3,2,2,4,3,4,3,4,4,5,2,4,4,4,3,4,5,5,5,2,3,2,2,4,4,3,4,2,4,3,3,4,3,3,4,2
503,1,1,2,1,2,2,2,2,2,3,4,3,4,3,3,4,5,4,4,4,4,4,4,3,4,4,5,4,5,5,5,4,5,5,4,4,4,4,1
504,3,2,3,2,3,1,3,3,3,4,4,4,4,4,3,3,4,3,3,3,4,2,5,5,5,5,3,4,3,4,4,4,5,4,4,5,5,4,2
505,2,2,4,2,4,2,2,3,3,2,2,2,2,3,3,4,3,4,3,3,3,3,4,4,3,5,3,3,2,2,3,3,3,3,3,3,3,3,1
506,1,3,2,1,3,2,5,5,4,5,3,2,3,2,5,4,4,4,5,4,4,4,5,5,5,5,4,4,5,5,3,4,4,4,4,4,5,4,1
507,4,2,4,5,3,3,5,5,5,4,5,4,4,5,3,5,4,5,4,3,4,4,4,5,5,4,5,5,5,5,4,4,3,4,5,5,5,4,3
508,3,3,4,1,1,1,3,4,3,3,3,4,5,3,3,3,2,2,4,3,4,3,5,4,4,5,3,3,3,4,4,3,2,3,3,3,3,2,2
509,4,1,2,1,2,2,4,4,5,5,2,3,2,3,5,4,5,5,3,3,3,3,5,5,5,4,3,3,2,3,3,3,3,3,4,3,5,3,1
510,2,3,4,1,4,4,3,3,3,2,4,5,4,5,5,5,5,5,5,5,5,5,4,5,4,5,2,2,3,4,5,4,2,4,5,5,5,5,2
511,2,1,2,1,1,1,3,3,3,3,4,4,3,4,2,2,3,3,1,3,2,2,4,3,3,4,3,4,3,3,5,5,5,4,3,3,3,3,2
512,1,3,2,1,3,2,3,4,4,3,4,4,5,4,3,3,4,4,5,4,4,4,4,4,5,5,3,3,3,3,5,5,3,5,3,3,2,3,2
513,4,2,2,3,3,1,5,4,4,4,3,4,4,4,4,4,5,5,5,5,5,5,4,5,5,5,3,4,3,4,5,4,4,4,4,3,5,4,1
