ID,OWNERSHIP,REVENUE,EXPERIENCE,MAIN_PRODUCT,NUM_BANKS,POSITION,COMP1,COMP2,COMP3,COMP4,SPEED1,SPEED2,SPEED3,SPEED4,DIGI1,DIGI2,DIGI3,DIGI4,REPU1,REPU2,REPU3,REPU4,RELA1,RELA2,RELA3,RELA4,STAFF1,STAFF2,STAFF3,STAFF4,COLL1,COLL2,COLL3,COLL4,DEC1,DEC2,DEC3,DEC4,WALLET_SHARE
342,2,1,1,2,2,2,4,3,3,3,3,2,3,2,1,3,3,3,3,2,3,3,2,3,4,3,4,5,4,4,3,4,3,4,4,3,3,2,1
343,2,1,3,2,4,2,3,4,4,4,5,5,4,5,4,2,4,3,5,5,5,5,3,4,3,4,4,4,4,4,3,3,5,3,4,4,5,4,1
344,4,3,2,1,3,1,4,4,3,3,3,4,3,4,3,4,3,3,4,4,4,4,3,3,3,4,2,4,3,2,3,4,4,2,2,2,4,3,1
345,2,2,3,1,2,2,3,3,3,4,2,1,1,2,2,2,2,2,2,2,3,1,5,3,4,4,4,4,3,4,2,4,4,4,4,3,3,3,2
346,1,1,4,2,3,2,2,2,3,2,3,5,2,2,4,4,3,3,3,3,3,2,4,3,4,4,4,5,3,3,3,3,2,4,3,3,4,3,1
347,1,2,3,3,2,2,5,5,5,5,3,4,4,4,4,4,4,5,4,4,5,3,5,2,5,5,3,4,4,4,5,5,5,5,4,5,5,4,4
348,1,2,1,1,2,1,5,5,5,5,4,5,5,4,5,4,4,4,5,5,5,5,5,5,5,5,4,4,3,5,5,4,5,3,5,5,5,5,4
349,4,1,3,3,2,3,3,2,4,3,3,4,4,3,5,4,5,4,4,4,5,5,3,2,4,3,4,2,3,4,5,5,5,4,4,4,3,3,3
350,1,3,3,2,1,4,2,2,2,2,4,3,2,3,4,4,5,4,4,3,4,4,5,5,5,5,4,3,2,3,3,3,3,2,3,3,5,4,2
351,1,2,3,2,3,1,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,5,4,4,5,4,4,4,2,4,4,3,3,4,5,5,5,4,2
352,1,1,4,4,2,2,2,4,2,3,3,1,1,1,2,2,3,2,4,4,5,4,3,2,3,4,4,3,3,3,3,2,3,2,2,2,3,3,1
353,2,3,2,3,3,4,3,4,3,3,2,2,4,3,4,5,4,3,5,5,5,5,2,3,3,3,5,3,4,5,4,3,3,4,3,3,3,2,2
354,1,3,4,1,3,2,3,4,3,2,3,1,2,3,4,4,3,4,4,4,5,3,4,4,4,2,4,4,4,4,5,5,5,4,4,4,4,4,3
355,2,1,2,5,1,3,3,3,2,4,4,4,3,2,5,5,4,4,1,3,3,3,4,4,5,5,4,3,3,2,3,1,3,5,4,5,5,4,4
356,2,1,2,2,1,2,2,2,3,2,4,4,4,4,4,2,3,2,4,4,4,4,4,2,3,5,3,3,3,3,3,4,3,4,4,3,4,4,1
357,2,2,4,2,1,2,3,2,1,3,4,4,4,4,4,3,2,3,3,3,5,4,4,2,2,3,4,4,4,4,4,3,4,4,3,3,4,3,2
358,2,3,4,2,1,3,4,4,5,4,4,3,4,4,5,5,5,5,3,3,1,2,4,3,4,5,4,3,4,4,3,2,3,4,5,5,4,4,4
359,2,1,4,1,4,1,2,3,3,3,2,4,4,3,3,4,3,3,2,2,3,4,4,4,4,4,3,3,3,5,5,3,4,5,4,4,4,4,3
360,3,3,4,5,3,2,1,3,2,4,3,3,2,2,3,4,3,5,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3
361,1,1,4,2,1,2,4,3,4,4,4,4,4,4,5,5,5,5,5,5,5,3,5,5,5,5,3,3,4,3,3,3,3,4,5,4,5,4,4
362,2,1,3,2,2,3,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,1,3,3,1,2,2,1,2,1,1,1,2,1,2,1,1
363,1,1,3,2,1,2,3,3,4,3,5,4,5,5,2,2,1,2,3,3,3,3,3,3,4,3,3,3,3,3,4,5,4,5,4,3,4,2,3
364,1,1,4,1,3,2,4,3,3,4,3,4,5,4,1,1,3,3,4,5,4,5,5,5,5,5,4,3,3,3,4,3,3,3,3,4,4,4,1
365,2,2,4,2,2,2,4,3,3,4,2,3,3,3,4,4,3,3,4,4,4,4,3,2,4,3,4,3,4,5,3,1,2,3,2,4,3,3,3
366,1,2,1,4,1,1,4,4,4,4,4,5,5,5,3,4,3,4,5,5,4,5,3,3,2,4,5,4,4,4,3,3,3,2,4,4,4,5,4
367,1,2,2,3,4,2,4,5,4,5,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,4,5,4,3,5,5,5,5,4
368,1,2,4,2,2,3,3,4,2,3,4,5,4,5,3,2,1,2,2,4,4,3,4,4,4,2,3,4,4,4,4,3,3,4,4,3,4,3,2
369,1,1,2,1,2,2,4,2,3,3,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,3,3,3,4,4,4,4,3,4,4,5,5,2
370,4,4,3,3,2,4,5,4,5,4,4,3,4,5,4,4,5,5,4,4,4,4,5,4,5,4,5,4,4,4,5,4,4,5,3,4,4,5,3
371,3,4,3,3,2,3,2,4,2,4,2,3,4,2,4,3,4,4,3,4,4,4,4,5,4,5,4,4,3,4,4,4,5,4,4,3,4,4,2
372,2,4,4,2,2,2,2,4,1,2,2,3,2,2,4,5,5,3,3,3,2,4,4,3,3,4,3,4,4,3,3,3,4,3,3,4,3,2,4
373,1,1,1,1,3,1,1,3,3,2,2,3,3,3,3,3,4,2,1,3,3,3,4,3,4,3,1,2,2,3,3,3,3,4,1,1,2,1,1
374,2,1,2,1,1,3,3,4,2,3,3,2,3,4,2,4,3,3,4,4,4,4,5,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4
375,1,1,1,2,1,3,3,2,3,3,4,4,4,4,5,5,5,4,5,5,4,4,3,5,5,3,4,4,4,3,1,3,3,2,4,3,3,3,3
376,4,2,3,5,2,4,2,4,3,2,3,2,2,2,2,3,2,2,5,5,4,2,3,3,3,3,2,4,4,3,2,3,2,2,3,4,3,3,3
377,1,1,1,2,3,2,4,3,4,3,4,2,3,4,2,4,3,3,4,4,4,4,5,4,5,4,2,4,3,3,5,4,4,4,5,4,5,4,2
378,3,3,3,1,2,2,5,5,5,5,3,2,3,2,4,4,4,5,5,3,5,5,4,4,4,4,4,3,4,3,5,5,5,5,5,4,5,4,4
379,2,2,2,2,1,1,3,2,3,3,4,5,5,5,4,3,3,3,5,4,5,4,3,4,3,3,5,4,5,4,3,5,3,3,4,4,4,4,4
380,1,1,2,2,1,2,3,4,3,3,4,4,3,4,5,5,4,5,4,4,3,4,2,3,4,3,3,1,3,2,3,2,3,2,3,3,3,3,2
381,2,2,4,2,3,3,3,3,3,2,2,2,3,3,4,3,4,3,5,4,4,4,5,5,5,5,3,3,2,2,4,5,5,5,4,3,4,3,1
382,5,1,4,2,2,2,2,3,2,3,2,1,1,2,1,3,2,4,2,1,1,1,2,3,4,2,3,3,3,3,2,1,3,2,1,1,1,1,1
383,3,1,3,3,1,3,4,4,3,4,4,4,5,4,3,4,4,4,2,4,3,3,5,5,5,5,1,2,1,2,4,3,4,4,4,4,4,4,4
384,3,3,4,5,3,2,4,5,5,4,4,3,3,4,2,2,2,3,2,3,2,2,3,3,4,3,3,3,2,4,3,3,4,3,3,3,3,4,1
385,2,1,3,2,1,1,2,2,1,2,4,2,3,3,3,4,3,4,2,3,3,2,2,3,3,2,2,2,2,3,3,4,1,2,2,2,1,3,1
386,1,2,2,1,1,4,3,4,3,3,4,3,5,4,4,3,3,4,4,5,4,4,4,3,3,3,5,4,4,5,2,2,3,2,5,4,4,4,4
387,1,1,3,3,3,1,3,3,3,3,5,5,5,5,3,2,3,2,4,4,4,4,3,4,3,3,4,2,2,2,2,1,3,2,3,3,4,2,1
388,3,3,4,2,3,4,3,3,4,4,3,3,4,4,5,4,4,4,3,1,2,3,3,3,4,5,2,3,3,3,5,5,3,4,4,5,4,5,3
389,4,2,1,2,2,1,4,4,4,4,3,1,4,3,2,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,2,1,1,1,4,2,3,2,1
390,2,3,2,4,3,3,2,2,3,3,2,1,2,2,2,3,3,1,4,4,4,3,3,3,4,5,3,2,3,3,4,4,4,4,3,3,4,2,1
391,3,2,4,4,2,3,4,4,3,4,2,3,3,3,3,4,4,3,4,4,5,5,3,4,3,4,4,3,4,4,5,4,3,4,4,3,4,2,1
392,2,2,3,2,1,2,4,4,3,4,4,5,5,5,3,4,2,3,5,5,5,5,5,5,5,5,4,4,2,3,4,4,3,4,5,5,5,5,4
393,1,1,3,1,1,3,4,4,4,2,4,4,3,4,5,4,4,4,5,5,5,5,4,1,4,3,2,3,3,3,3,4,4,4,3,5,5,4,4
394,2,1,2,1,1,4,4,5,5,4,4,4,4,4,2,3,3,2,4,5,5,5,3,3,3,3,5,4,4,4,3,4,2,2,4,4,4,2,4
395,2,2,3,3,1,2,4,4,3,4,4,3,4,4,4,5,5,5,5,4,4,4,5,5,5,4,4,5,5,5,5,4,4,3,4,4,5,5,3
396,1,3,2,5,4,4,2,2,2,3,5,4,4,3,5,5,4,4,5,4,4,4,2,3,3,1,3,3,3,3,4,5,4,5,2,2,3,1,1
397,2,1,4,1,3,4,4,5,5,5,3,1,2,3,4,4,4,2,3,2,4,3,5,4,4,3,4,4,4,3,1,2,3,2,4,4,4,3,2
398,1,2,3,1,1,1,3,3,2,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,5,4,4,5,4,1,3,3,4,4,4,3,4
399,4,2,3,1,1,2,3,4,5,5,4,2,5,5,4,5,4,4,5,4,4,4,5,4,2,4,3,4,3,3,3,3,3,3,3,3,3,3,2
400,4,2,4,2,4,2,4,3,4,4,4,3,3,2,4,5,4,3,3,4,5,4,5,5,5,5,4,3,4,4,2,3,3,4,4,4,4,5,2
401,4,2,3,3,3,4,4,5,5,5,4,3,4,4,5,5,4,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,4,4,3,4,4,3,2
402,2,2,1,4,2,2,3,2,2,3,3,4,3,3,3,2,2,2,3,3,4,3,2,3,2,4,4,4,4,5,2,2,2,1,3,3,3,3,1
403,3,3,3,3,2,1,5,4,5,5,1,3,3,4,4,4,4,3,5,4,4,4,3,4,4,3,5,5,5,5,3,3,4,3,3,3,3,4,1
404,4,2,2,2,2,2,4,5,4,5,4,3,3,3,5,4,3,2,4,4,5,4,4,4,4,4,4,4,5,5,4,3,4,4,4,4,3,4,2
405,2,1,1,2,1,1,4,4,4,3,3,3,2,2,4,4,5,5,5,5,5,5,5,5,5,4,4,5,3,4,4,3,4,3,4,4,5,5,4
406,1,2,4,2,2,3,5,5,5,5,4,4,4,4,5,5,4,5,5,5,4,4,3,3,3,4,4,5,5,5,3,4,5,4,5,5,4,4,3
407,1,2,2,3,3,3,3,3,2,4,3,2,3,3,4,4,4,4,3,1,2,3,3,2,2,1,1,3,2,4,3,3,4,3,4,3,3,4,1
408,1,2,2,3,1,1,2,2,2,1,3,2,4,3,2,2,1,3,3,3,3,3,4,4,4,3,4,5,4,3,4,5,4,4,2,2,3,2,1
409,1,2,4,1,1,1,3,3,4,3,4,4,5,5,5,5,5,4,5,4,3,4,4,5,4,4,5,5,5,5,4,4,3,4,4,3,4,5,3
410,3,2,4,4,3,2,4,4,3,4,5,3,4,4,3,2,2,4,5,5,5,5,5,3,5,5,4,5,4,4,4,5,5,5,3,4,4,4,2
411,3,4,3,2,2,4,2,1,1,2,1,1,2,1,3,1,3,1,2,2,1,1,1,3,2,2,2,1,2,2,2,1,1,1,1,3,1,2,2
412,2,2,4,1,2,2,4,4,4,4,4,5,4,4,4,3,3,3,3,4,4,3,4,4,4,2,3,2,3,2,3,4,4,4,4,4,4,4,4
413,1,1,4,1,1,3,5,4,4,4,4,4,5,3,3,3,3,4,3,5,4,4,5,3,4,4,3,5,4,5,3,2,3,2,3,4,5,4,4
414,3,2,3,4,2,2,5,4,4,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,4,3,4,4,3,3,4,3,4,5,5,4
415,2,1,2,5,2,2,2,3,3,3,4,3,4,3,2,4,4,3,2,3,3,2,3,3,3,3,3,3,3,3,4,3,4,3,2,2,2,1,1
416,2,2,3,3,2,2,4,3,4,4,2,3,3,3,4,4,4,3,4,3,2,3,4,3,4,3,4,3,3,4,1,2,1,4,3,3,3,2,2
417,1,4,2,4,3,1,3,3,4,4,4,4,4,4,4,2,4,3,4,5,5,4,3,3,3,3,4,5,4,5,4,5,3,4,4,4,4,4,2
418,4,3,4,2,2,1,2,1,2,4,2,2,2,4,4,4,4,4,3,2,3,4,5,5,5,5,4,4,4,4,4,5,5,5,4,4,4,4,3
419,4,4,4,2,2,2,5,5,4,5,4,5,5,5,5,4,5,5,5,5,4,5,4,3,5,4,4,5,4,4,4,5,5,4,5,5,5,5,3
420,1,2,3,1,2,2,4,2,3,2,3,2,3,3,4,5,4,3,3,3,3,3,3,4,5,4,2,4,2,3,2,5,3,3,4,4,3,2,3
421,1,1,2,3,3,3,3,2,2,2,1,1,2,2,2,3,4,2,5,4,4,5,2,1,2,1,4,2,4,4,3,2,2,2,2,4,2,3,2
422,1,1,2,2,4,2,4,5,4,5,4,3,5,4,5,5,5,5,4,4,4,4,5,5,5,4,3,5,3,4,5,3,3,4,4,4,5,5,1
423,3,3,4,3,3,3,3,3,3,2,4,5,5,4,4,4,3,4,2,2,2,2,4,3,4,3,3,3,2,4,2,2,2,2,3,3,3,2,1
424,4,4,2,3,2,3,3,3,2,1,3,3,5,4,5,5,5,5,4,3,3,4,4,5,3,4,3,3,3,3,2,3,3,4,3,4,4,4,3
425,1,1,3,3,1,4,4,4,4,4,5,5,3,5,5,4,4,4,5,5,4,5,5,5,5,4,4,5,4,4,4,5,4,4,4,4,5,5,3
426,1,2,3,1,1,1,3,2,2,3,5,4,4,5,4,2,3,2,3,4,4,4,5,4,5,4,4,4,4,5,4,3,4,5,4,5,5,4,4
427,1,2,3,2,1,2,4,3,3,3,2,2,1,2,2,2,2,2,3,2,3,3,4,4,3,4,5,4,5,5,1,1,2,1,3,3,4,5,2
428,1,2,2,1,2,2,5,4,3,4,4,4,5,4,4,5,4,4,5,5,5,5,4,4,3,3,5,5,5,4,5,5,5,4,4,5,4,5,3
429,1,1,2,3,3,3,4,4,4,4,5,4,5,5,5,5,4,4,5,5,5,5,4,4,5,4,5,4,4,5,4,4,4,5,5,5,5,5,2
430,2,2,3,1,1,1,2,4,2,4,2,1,3,2,3,3,2,2,4,5,4,5,4,4,5,5,3,3,2,3,5,4,5,4,2,3,3,2,2
431,2,3,1,1,3,4,4,5,5,4,4,4,5,3,4,3,4,4,5,5,5,4,4,3,5,4,5,5,5,5,3,3,3,3,4,4,4,4,1
432,2,3,2,1,4,1,5,5,5,5,3,3,4,3,5,5,5,5,5,5,5,5,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,1
433,1,3,4,2,1,4,3,4,3,4,4,5,5,5,4,3,4,5,5,5,5,5,5,5,5,5,5,4,5,5,3,4,3,5,5,5,5,5,4
434,1,2,1,3,2,4,4,5,4,3,2,4,2,3,2,3,3,3,3,3,3,4,4,3,4,2,3,3,4,4,3,3,3,5,3,4,3,3,2
435,2,1,3,2,1,3,3,3,3,2,2,2,2,2,1,1,1,2,4,4,3,4,2,1,3,2,1,3,1,2,3,2,3,2,3,3,3,3,2
436,2,2,3,2,2,1,1,2,2,2,1,2,3,3,4,4,4,4,4,4,3,4,3,2,4,3,4,2,2,3,3,2,2,3,2,3,3,4,1
437,1,2,3,2,2,2,5,4,5,4,5,5,4,4,4,4,2,5,3,4,3,3,1,3,1,2,4,4,1,4,2,2,2,2,2,2,1,3,1
438,3,3,4,1,3,2,5,3,4,3,4,3,4,4,4,4,4,5,4,2,3,5,4,4,4,4,4,3,3,2,4,3,4,4,3,4,4,4,3
439,2,1,3,2,2,2,3,3,3,3,2,3,4,3,3,3,3,3,5,5,5,5,3,3,3,3,4,4,4,5,3,3,2,4,4,2,5,3,1
440,2,4,4,2,3,4,4,4,4,4,5,5,5,5,4,4,4,4,2,4,2,3,5,5,5,5,4,3,3,4,4,3,4,2,5,5,5,4,3
441,3,3,3,1,1,1,3,4,3,3,4,3,5,3,4,3,4,4,4,4,3,4,4,4,4,5,5,5,5,5,3,2,2,2,3,3,3,4,3
442,2,1,3,3,2,2,2,1,3,2,4,4,4,3,4,4,3,4,3,3,4,3,3,4,3,5,4,4,4,4,4,4,5,4,2,3,2,3,1
443,4,2,3,2,1,4,4,2,3,3,2,2,2,3,3,4,3,3,3,4,3,4,3,3,3,3,5,4,5,5,3,3,3,3,4,4,4,2,3
444,2,3,2,1,3,2,3,3,3,3,4,3,4,4,3,3,4,4,4,5,5,4,3,2,3,2,4,4,4,4,3,3,3,3,4,3,3,4,1
445,1,2,3,1,3,2,2,5,4,5,2,2,2,3,5,4,5,4,3,2,3,3,4,4,5,4,3,3,3,3,3,4,5,4,4,3,4,2,1
446,1,2,3,1,1,2,3,2,2,3,4,4,5,3,2,3,3,3,2,3,3,3,3,4,4,5,2,1,2,3,2,4,4,3,4,3,4,3,2
447,1,4,3,1,3,1,5,4,5,5,4,4,3,4,4,3,3,3,4,4,3,3,3,2,2,2,4,3,4,4,3,3,2,3,4,4,4,4,2
448,5,2,2,3,2,4,4,3,3,3,2,2,2,1,3,4,1,3,3,4,4,4,4,4,5,4,2,1,1,1,3,2,3,3,2,3,2,1,1
449,3,2,3,1,2,1,4,3,4,4,4,4,4,4,3,3,3,3,5,4,4,4,5,5,4,4,5,4,3,4,4,3,4,4,3,3,4,3,2
450,4,3,4,2,4,3,3,3,4,4,2,3,4,2,4,5,4,5,4,4,4,4,4,5,5,4,5,5,4,5,3,3,3,4,3,2,3,3,1
451,1,1,4,1,1,2,5,5,5,5,4,4,2,3,4,4,4,4,4,4,4,4,4,4,5,5,3,4,4,4,3,4,4,3,4,4,4,5,4
452,2,3,2,2,4,1,5,5,4,5,4,4,4,4,2,4,2,3,2,3,3,3,4,4,4,3,5,4,5,5,4,5,5,3,4,4,5,5,2
453,2,2,4,2,1,2,5,3,4,4,4,5,4,3,4,4,4,3,5,5,5,5,5,4,5,4,4,3,4,4,5,5,5,4,4,4,5,5,3
454,3,3,3,2,3,2,4,4,4,4,4,3,3,4,5,4,5,4,4,4,4,4,4,4,3,5,5,5,4,5,3,2,2,3,4,4,4,4,1
455,2,2,4,2,3,1,4,3,4,4,4,4,2,3,4,4,4,3,3,2,4,2,5,5,4,5,3,4,2,4,4,5,5,5,4,3,4,4,1
456,1,2,2,2,2,2,3,3,4,4,4,3,4,4,4,4,4,4,4,3,5,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,2,3
457,2,4,4,2,3,3,3,3,3,2,4,5,3,3,5,5,4,5,2,4,3,3,4,3,4,5,4,3,4,3,3,4,4,5,3,2,4,3,1
458,2,1,4,3,1,1,5,5,5,4,2,2,2,2,4,4,3,4,4,4,5,4,4,4,3,3,5,5,5,5,2,3,2,3,5,4,5,5,3
459,4,4,4,1,4,2,4,4,3,2,1,2,3,2,4,4,2,3,5,4,4,4,3,3,4,3,1,1,2,2,4,3,3,3,4,3,3,3,1
460,3,3,4,2,4,2,5,4,5,5,2,2,2,1,5,4,5,4,4,5,4,4,4,4,4,4,4,3,4,3,3,1,2,2,3,4,4,4,1
461,2,2,2,4,1,2,2,2,1,2,3,3,3,3,2,1,2,1,2,3,2,2,4,4,4,5,1,1,2,2,2,4,2,4,2,2,3,3,2
462,3,4,4,1,2,3,2,2,2,2,4,3,5,5,4,4,5,3,3,3,2,2,5,4,4,5,2,2,2,2,3,3,3,3,2,2,2,2,1
463,2,1,4,4,1,1,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,3,3,3,4,5,5,5,4
464,1,2,2,3,2,2,4,4,4,5,4,3,4,3,2,2,2,2,4,4,5,3,3,2,2,3,3,4,2,2,5,5,5,5,4,4,4,3,4
465,1,2,1,3,2,3,4,3,1,4,5,4,5,5,4,5,4,5,4,5,4,3,4,2,4,4,4,4,3,3,4,4,5,4,4,3,4,4,1
466,1,1,2,2,1,3,3,3,4,3,1,1,1,1,2,2,2,3,2,1,2,2,4,3,4,3,3,3,4,3,3,2,3,1,2,2,2,2,1
467,1,1,3,3,4,3,4,4,3,2,2,3,4,4,4,3,4,3,4,3,5,4,5,5,5,5,3,3,3,4,3,2,3,3,4,4,4,3,2
468,2,2,3,3,1,2,4,3,3,3,4,4,2,4,3,4,3,2,4,4,3,3,2,1,2,3,4,5,4,4,5,4,5,4,5,3,3,4,2
469,1,1,2,1,2,2,5,3,3,4,1,3,3,2,1,3,1,2,4,3,5,4,2,3,4,3,4,3,3,3,3,2,3,2,3,4,3,3,3
470,1,2,1,1,3,3,3,2,1,2,3,2,4,3,4,3,2,3,5,5,5,5,3,3,2,3,2,1,2,3,3,3,3,3,4,2,3,4,1
471,1,1,3,2,1,2,4,2,4,3,2,3,3,4,4,4,2,3,5,4,3,4,5,4,4,4,4,4,3,3,3,3,3,3,5,5,5,5,4
472,1,1,2,5,3,1,2,3,2,2,2,3,3,3,4,2,4,2,3,5,5,4,2,3,4,2,4,4,4,4,3,2,3,3,1,4,3,2,3
473,3,3,4,4,2,1,3,3,4,3,4,4,3,3,4,4,4,4,5,4,4,5,2,3,4,4,4,4,4,5,4,4,2,4,4,4,4,5,3
474,1,2,3,2,2,2,4,4,4,3,3,3,4,4,2,3,2,4,3,3,4,3,4,5,4,3,1,1,2,2,5,5,5,4,4,5,4,4,4
475,2,3,4,1,4,4,4,5,5,4,3,3,3,4,5,5,5,4,4,3,4,4,3,3,3,4,4,4,4,4,5,3,4,4,5,5,5,5,3
476,4,2,1,1,2,4,4,4,4,4,5,5,5,5,4,4,4,5,5,4,4,5,4,3,3,4,3,4,4,3,4,4,5,4,4,5,5,4,4
477,2,2,2,4,2,2,4,3,4,3,2,2,4,4,2,2,2,2,4,4,3,4,2,2,3,3,3,4,2,3,2,3,4,3,4,2,2,2,1
478,3,3,3,5,1,2,5,5,3,5,5,5,5,4,5,5,5,5,4,4,3,3,5,5,4,4,4,3,3,3,5,4,5,4,4,5,4,4,4
479,4,2,4,3,2,2,3,4,3,2,4,4,3,3,4,4,3,4,1,2,2,1,4,4,4,3,5,4,4,4,3,4,2,2,2,1,3,4,1
480,1,1,2,2,1,4,5,5,5,5,4,4,4,4,3,3,5,4,4,2,4,3,4,5,5,5,4,4,5,4,1,2,3,1,4,4,4,4,2
481,1,1,3,1,2,2,3,5,2,2,4,4,4,4,3,3,2,4,5,5,4,5,3,3,4,4,5,5,5,4,3,2,3,2,4,2,3,2,1
482,2,2,3,1,4,2,2,2,1,3,4,3,4,2,3,2,3,2,4,4,4,3,1,1,2,1,4,2,4,3,3,5,5,4,2,2,3,2,1
483,2,3,4,1,2,3,2,2,2,3,4,2,4,4,4,5,4,5,3,1,2,1,2,1,1,2,3,1,1,3,5,3,4,4,3,3,3,3,2
484,1,2,3,3,2,1,4,2,4,3,4,3,4,3,4,5,5,4,4,5,4,3,4,4,4,3,4,3,3,4,4,4,3,4,3,4,3,3,2
485,1,1,2,5,1,1,4,4,4,3,3,2,3,3,4,4,4,4,5,5,5,5,4,3,4,4,3,2,2,3,4,4,4,4,4,4,5,4,4
486,1,2,1,1,4,3,3,4,3,4,4,3,4,4,4,4,5,4,5,5,4,5,4,4,4,3,3,2,3,3,2,3,3,3,4,4,4,4,2
487,2,1,3,3,1,3,5,5,4,5,4,4,4,4,3,4,4,3,3,2,2,3,5,5,5,5,5,4,4,4,4,4,2,3,5,4,4,4,4
488,2,4,2,3,3,2,5,4,4,4,3,3,5,4,5,4,4,4,4,3,3,4,2,3,5,3,2,4,3,4,4,4,4,4,4,5,4,4,2
489,3,3,4,1,4,2,4,1,2,1,2,2,2,2,1,1,1,2,4,4,4,4,2,1,1,1,3,3,1,2,4,3,3,3,3,2,2,2,1
490,3,3,3,2,2,2,4,5,4,4,3,3,4,3,4,4,4,3,5,4,5,5,4,4,4,5,4,4,2,3,4,2,3,3,4,4,4,4,3
491,4,3,3,4,2,3,5,5,5,5,5,4,5,4,3,3,4,4,4,5,4,4,4,3,2,2,4,5,3,3,5,4,5,5,4,4,4,4,2
492,1,2,2,2,3,4,3,4,4,4,3,5,4,3,4,3,4,3,3,3,3,3,2,2,1,1,3,3,2,3,1,2,2,3,1,2,3,3,1
493,1,4,1,1,2,2,4,5,4,4,5,5,5,5,4,4,4,5,4,5,4,5,5,5,5,5,5,5,5,5,3,4,5,4,5,5,5,5,4
494,2,1,3,5,2,3,4,4,4,3,4,4,2,4,4,3,3,4,3,4,4,5,4,4,5,5,4,5,3,4,4,5,4,4,4,4,3,4,1
495,1,3,3,4,3,2,1,1,1,2,5,5,5,5,4,4,4,3,4,4,4,4,3,4,3,4,1,1,2,1,3,2,2,3,3,3,2,2,1
496,2,1,2,2,2,1,5,5,5,4,4,4,4,4,4,4,3,4,4,4,4,5,4,3,3,4,4,4,3,3,4,5,5,4,4,4,5,5,3
497,4,3,2,2,3,3,3,4,3,4,4,4,5,5,3,2,3,2,5,3,2,3,4,5,5,4,4,4,4,5,4,4,5,5,3,4,3,4,2
498,1,1,3,3,2,2,4,4,4,5,5,4,5,4,5,5,5,5,4,5,5,5,5,4,4,4,5,5,5,5,3,4,4,4,5,5,5,5,4
499,1,1,3,1,1,4,2,3,3,3,5,3,4,4,4,3,3,2,3,2,2,2,2,1,3,3,4,5,4,4,4,4,3,4,4,3,4,2,2
500,5,1,3,2,2,2,2,3,2,3,5,3,4,4,4,3,4,3,3,3,2,3,4,3,4,4,2,4,1,3,2,1,3,2,3,3,3,3,2
501,3,4,4,3,2,4,1,1,1,2,2,1,3,3,2,3,2,1,4,3,3,4,4,3,3,2,3,5,3,4,3,3,3,3,2,2,1,1,1
502,2,2,2,2,4,4,5,5,4,4,3,3,4,3,4,4,3,3,5,5,5,5,3,4,4,4,5,5,4,5,4,5,3,4,4,4,4,3,1
503,2,1,1,1,2,2,2,2,2,1,1,3,2,2,3,3,3,4,4,4,4,5,5,5,5,5,2,4,3,3,2,2,1,1,2,3,3,3,1
504,2,1,2,1,3,2,4,5,3,4,2,3,3,3,4,4,3,4,3,5,3,4,3,2,3,3,3,2,2,3,4,4,5,3,3,2,2,3,1
505,4,3,3,1,2,3,3,3,3,4,5,4,4,4,4,2,3,3,4,4,4,4,3,4,2,2,4,2,3,4,1,2,2,2,2,2,4,4,1
506,1,2,3,3,2,4,3,4,4,4,1,4,4,4,4,4,3,3,3,1,1,1,3,2,3,3,3,4,4,4,3,4,4,4,3,4,4,3,3
507,2,2,4,3,1,2,4,3,4,4,4,3,4,4,4,4,2,3,3,3,4,5,4,4,4,5,3,2,2,3,2,1,2,3,5,4,4,5,4
508,1,1,4,4,2,2,3,3,3,2,4,5,5,5,3,4,4,3,5,5,5,5,3,4,4,4,3,3,2,2,4,5,5,5,4,4,4,4,2
509,2,2,3,3,2,3,3,3,3,2,5,4,4,4,3,3,4,2,3,4,4,3,5,3,3,3,4,4,3,4,2,2,3,2,4,4,4,4,3
510,2,2,1,3,3,1,3,4,3,5,4,4,4,4,2,2,1,2,4,3,4,4,4,2,4,3,4,5,5,5,2,3,4,4,2,2,3,2,1
511,4,4,3,5,2,2,3,3,3,2,2,3,4,4,4,3,4,4,4,3,3,3,2,2,2,2,3,3,4,5,4,4,3,5,4,4,4,2,3
512,3,1,4,2,2,4,3,4,3,3,3,3,2,4,3,3,2,2,3,3,3,3,1,2,1,2,4,5,4,5,4,3,3,2,3,1,3,3,1
513,1,2,1,3,1,2,3,4,4,3,3,1,2,2,3,4,2,3,3,3,4,2,3,3,3,2,3,3,3,4,4,4,2,3,4,4,4,3,4
